DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200205441,01/30/2020 12:00:00 AM,01/30/2020 12:00:00 AM,1600,02,Rampart,0261,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 0334 0432 1402 0411 1822 2002,46,M,W,102,SIDEWALK,206,SWITCH BLADE,AA,Adult Arrest,230,998,,,7TH                          ST,CORONADO,34.0589,-118.2821
200205445,01/30/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1300,02,Rampart,0205,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1608 0385 0344,30,M,W,101,STREET,,,IC,Invest Cont,420,,,,RAMPART                      BL,BELLEVUE                     AV,34.0771,-118.2717
200205446,01/30/2020 12:00:00 AM,01/24/2020 12:00:00 AM,0800,02,Rampart,0236,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1278,32,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,100 N  WESTLAKE                     AV,,34.066,-118.2689
200205447,01/30/2020 12:00:00 AM,01/30/2020 12:00:00 AM,1230,02,Rampart,0205,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,38,F,W,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440,,,,800    SAYRE                        LN,,34.0824,-118.2767
200205448,01/30/2020 12:00:00 AM,01/30/2020 12:00:00 AM,0800,02,Rampart,0256,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 1817 2004 0913,31,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 S  UNION                        AV,,34.0565,-118.2724
200205449,01/30/2020 12:00:00 AM,01/29/2020 12:00:00 AM,2000,02,Rampart,0218,2,624,BATTERY - SIMPLE ASSAULT,0913 1810 0444,55,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1000    LAGUNA                       AV,,34.0738,-118.2584
200205450,01/30/2020 12:00:00 AM,01/29/2020 12:00:00 AM,2200,02,Rampart,0218,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,50,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1100    GLENDALE                     BL,,34.0762,-118.2613
200205451,01/30/2020 12:00:00 AM,01/29/2020 12:00:00 AM,2200,02,Rampart,0237,2,354,THEFT OF IDENTITY,0100 1251 0929 1822,99,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,100    UNION                        PL,,34.0637,-118.2638
210915822,10/27/2021 12:00:00 AM,11/27/2020 12:00:00 AM,1500,09,Van Nuys,0955,2,649,DOCUMENT FORGERY / STOLEN FELONY,0928 1822,0,X,X,255,"AUTO DEALERSHIP (CHEVY, FORD, BMW, MERCEDES, ETC.)",,,AO,Adult Other,649,,,,5200    VAN NUYS                     BL,,34.1668,-118.4445
200205468,01/29/2020 12:00:00 AM,01/29/2020 12:00:00 AM,1830,02,Rampart,0235,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 1309 1822,46,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,200 S  CARONDELET                   ST,,34.0674,-118.2753
200205469,01/30/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1800,02,Rampart,0249,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0352 0397 0329 1202,62,M,O,101,STREET,,,IC,Invest Cont,440,,,,6TH                          ST,LUCAS,34.0547,-118.2637
200205470,01/30/2020 12:00:00 AM,01/30/2020 12:00:00 AM,0940,02,Rampart,0265,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0601 0104 0325 0202,0,X,X,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,800 S  ALVARADO                     ST,,34.0549,-118.2778
200205473,01/27/2020 12:00:00 AM,01/25/2020 12:00:00 AM,1430,02,Rampart,0238,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,X,X,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,745,,,,1300    CORTEZ                       ST,,34.0662,-118.2564
200205474,01/30/2020 12:00:00 AM,01/30/2020 12:00:00 AM,2200,02,Rampart,0211,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1307 0342 1822 0329 1309,26,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,NORMANDIE,MELROSE,34.0836,-118.3005
200205475,01/30/2020 12:00:00 AM,01/30/2020 12:00:00 AM,1000,02,Rampart,0279,2,888,TRESPASSING,2002 1822,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,888,,,,900    GRATTAN                      ST,,34.0504,-118.2722
210705082,12/15/2020 12:00:00 AM,12/13/2020 12:00:00 AM,2300,07,Wilshire,0758,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385,29,M,K,101,STREET,,,IC,Invest Cont,331,,,,1000    QUEEN ANNE                   PL,,0,0
200205492,01/31/2020 12:00:00 AM,01/30/2020 12:00:00 AM,2130,02,Rampart,0219,1,330,BURGLARY FROM VEHICLE,1307 1609 0329 0344,23,M,O,102,SIDEWALK,,,IC,Invest Cont,330,,,,GLENDALE,PARK,34.0677,-118.252
200205493,01/30/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1700,02,Rampart,0275,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0202 0344 0385 1822,59,M,H,101,STREET,,,IC,Invest Cont,420,,,,1000 S  BONNIE BRAE                  ST,,34.0507,-118.2776
200215124,09/17/2020 12:00:00 AM,09/16/2020 12:00:00 AM,1700,02,Rampart,0218,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1100    DOUGLAS                      ST,,34.0726,-118.2578
200205494,01/31/2020 12:00:00 AM,01/30/2020 12:00:00 AM,2130,02,Rampart,0217,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,22,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,GLENDALE,PARK,34.0763,-118.2613
200205495,01/10/2020 12:00:00 AM,01/09/2020 12:00:00 AM,1900,02,Rampart,0216,1,330,BURGLARY FROM VEHICLE,1307 1609 0329,26,F,W,101,STREET,,,IC,Invest Cont,330,,,,MOHAWK                       ST,MARATHON                     ST,34.0774,-118.265
200205497,01/31/2020 12:00:00 AM,01/30/2020 12:00:00 AM,2330,02,Rampart,0202,1,330,BURGLARY FROM VEHICLE,0344 0352 1307 1609 0329,57,M,A,101,STREET,,,IC,Invest Cont,330,,,,MYRA                         AV,N  HOOVER                       ST,34.0888,-118.2881
200205498,01/30/2020 12:00:00 AM,01/29/2020 12:00:00 AM,1915,02,Rampart,0271,1,330,BURGLARY FROM VEHICLE,0344 1602 1300 0349 0329,25,M,W,101,STREET,,,IC,Invest Cont,330,,,,W  OLYMPIC                      BL,S  LAKE                         ST,34.0522,-118.281
220309099,04/14/2022 12:00:00 AM,06/23/2020 12:00:00 AM,1530,03,Southwest,0311,2,354,THEFT OF IDENTITY,0100 0925 0930 1202 1822,72,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,2600    CARMONA                      AV,,34.0325,-118.3639
200407007,03/16/2020 12:00:00 AM,03/15/2020 12:00:00 AM,2000,04,Hollenbeck,0467,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0553 0416 1258 0913,12,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,,,,400    CAMULOS                      ST,,34.0378,-118.2066
200205509,01/31/2020 12:00:00 AM,01/30/2020 12:00:00 AM,1700,02,Rampart,0249,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,33,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,420,,,,1100 W  6TH                          ST,,34.0541,-118.2621
200205511,01/29/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1200,02,Rampart,0204,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0385 1607,31,F,B,101,STREET,,,IC,Invest Cont,420,,,,SANBORN,RECTOR                       PL,34.0884,-118.283
200510354,06/08/2020 12:00:00 AM,06/08/2020 12:00:00 AM,0330,05,Harbor,0587,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2900 S  KERCKHOFF                    AV,,33.7179,-118.2898
200205513,01/31/2020 12:00:00 AM,01/30/2020 12:00:00 AM,1700,02,Rampart,0216,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,19,X,X,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,2100 W  TEMPLE                       ST,,34.0747,-118.2686
200205520,01/31/2020 12:00:00 AM,01/31/2020 12:00:00 AM,0500,02,Rampart,0216,2,888,TRESPASSING,0601 1822,0,X,X,401,MINI-MART,,,IC,Invest Cont,888,,,,2200 W  SUNSET                       BL,,34.0778,-118.2658
200205521,01/31/2020 12:00:00 AM,01/31/2020 12:00:00 AM,1250,02,Rampart,0295,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1251 1606 0344,25,F,H,101,STREET,,,IC,Invest Cont,420,,,,1700 W  PICO                         BL,,34.0451,-118.2779
200907147,03/09/2020 12:00:00 AM,03/08/2020 12:00:00 AM,1830,09,Van Nuys,0963,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,41,F,W,101,STREET,,,IC,Invest Cont,331,,,,ADDISON,VAN NUYS                     BL,34.1613,-118.4486
202110525,06/15/2020 12:00:00 AM,06/08/2020 12:00:00 AM,1000,21,Topanga,2129,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 0385,71,F,H,104,DRIVEWAY,,,IC,Invest Cont,331,,,,19900    CANTARA                      ST,,34.2189,-118.5667
220404739,01/24/2022 12:00:00 AM,06/13/2020 12:00:00 AM,1330,04,Hollenbeck,0417,2,354,THEFT OF IDENTITY,0100,25,F,H,504,OTHER RESIDENCE,,,IC,Invest Cont,354,,,,4000 N  MISSION                      RD,,34.0794,-118.1974
200207046,02/29/2020 12:00:00 AM,02/14/2020 12:00:00 AM,1500,02,Rampart,0233,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0349 0344,38,M,A,145,MAIL BOX,,,AO,Adult Other,440,,,,200 S  LA FAYETTE PARK              PL,,34.0671,-118.2806
200512111,07/21/2020 12:00:00 AM,07/21/2020 12:00:00 AM,1900,05,Harbor,0514,1,510,VEHICLE - STOLEN,,0,,,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,510,,,,1000 W  PAPEETE                      ST,,33.7869,-118.2778
200205527,01/16/2020 12:00:00 AM,01/12/2020 12:00:00 AM,1110,02,Rampart,0217,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300,35,M,H,701,HOSPITAL,,,IC,Invest Cont,420,,,,1700 W  TEMPLE                       ST,,34.0727,-118.2637
200208917,04/13/2020 12:00:00 AM,04/12/2020 12:00:00 AM,1540,02,Rampart,0245,1,310,BURGLARY,1607 0344 1402 1822,19,X,X,719,MEDICAL/DENTAL OFFICES,,,AA,Adult Arrest,310,998,,,2200 W  3RD                          ST,,34.0633,-118.2738
200205529,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,0001,02,Rampart,0295,1,330,BURGLARY FROM VEHICLE,0329 1307 1609 1302,31,M,W,101,STREET,,,IC,Invest Cont,330,,,,PICO                         BL,BURLINGTON                   AV,34.0456,-118.2789
211204922,10/29/2020 12:00:00 AM,10/22/2020 12:00:00 AM,0852,12,77th Street,1256,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,31,F,B,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,440,,,,600 W  73RD                         ST,,33.9736,-118.286
200205531,01/31/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1100,02,Rampart,0261,1,210,ROBBERY,0344 0416 1814 0448 2000 0913 2004,26,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,8TH                          ST,CARONDELET,34.0568,-118.2821
200205532,01/16/2020 12:00:00 AM,01/15/2020 12:00:00 AM,1840,02,Rampart,0281,1,330,BURGLARY FROM VEHICLE,1307 1609 1302 0344 0329,35,F,W,101,STREET,,,IC,Invest Cont,330,,,,1100 S  LAKE                         ST,,34.0508,-118.2819
201113064,08/30/2020 12:00:00 AM,08/30/2020 12:00:00 AM,1500,11,Northeast,1152,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,51,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,1600    HILLHURST                    AV,,34.1,-118.2874
200205535,02/01/2020 12:00:00 AM,02/01/2020 12:00:00 AM,0530,02,Rampart,0265,1,210,ROBBERY,0302 0355 0416 0344 0369 0371 0342 0334 1822 0906,22,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,JAMES M WOOD,ALVARADO,34.0537,-118.2794
200205536,02/01/2020 12:00:00 AM,01/31/2020 12:00:00 AM,1800,02,Rampart,0247,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,300 S  UNION                        AV,,34.0596,-118.2701
200708317,04/16/2020 12:00:00 AM,03/27/2020 12:00:00 AM,1800,07,Wilshire,0745,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,67,M,W,104,DRIVEWAY,,,AO,Adult Other,420,,,,1000 S  COCHRAN                      AV,,34.0549,-118.3501
200205538,02/01/2020 12:00:00 AM,02/01/2020 12:00:00 AM,0200,02,Rampart,0289,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 1822,27,M,H,101,STREET,223,UNKNOWN TYPE CUTTING INSTRUMENT,IC,Invest Cont,230,,,,1400 W  PICO                         BL,,34.0453,-118.2738
200205539,02/01/2020 12:00:00 AM,02/01/2020 12:00:00 AM,0330,02,Rampart,0261,1,210,ROBBERY,0342 1300 0334 0370 0377 0344 1206 0432 1822,30,M,O,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,8TH                          ST,GRAND VIEW                   ST,34.0559,-118.28
200205540,02/01/2020 12:00:00 AM,01/31/2020 12:00:00 AM,2307,02,Rampart,0221,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,19,X,X,102,SIDEWALK,,,IC,Invest Cont,341,,,,3800    BEVERLY                      BL,,34.0777,-118.2961
200205541,02/01/2020 12:00:00 AM,01/31/2020 12:00:00 AM,2200,02,Rampart,0281,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0603,19,X,X,203,OTHER BUSINESS,,,AO,Adult Other,745,,,,1200 S  ALVARADO                     ST,,34.0488,-118.2817
200311192,05/11/2020 12:00:00 AM,05/11/2020 12:00:00 AM,1910,03,Southwest,0398,1,210,ROBBERY,0342 0344 1822 1259 1309,17,F,H,101,STREET,113,SIMULATED GUN,AA,Adult Arrest,210,,,,HOOVER                       ST,42ND                         ST,34.0074,-118.2872
200409195,05/25/2020 12:00:00 AM,05/24/2020 12:00:00 AM,2120,04,Hollenbeck,0497,1,220,ATTEMPTED ROBBERY,0913 0561 0443 0337 2004 1218,55,F,H,509,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,511,VERBAL THREAT,AO,Adult Other,220,,,,3400 E  PICO                         BL,,34.018,-118.2065
200205548,01/30/2020 12:00:00 AM,01/30/2020 12:00:00 AM,1145,02,Rampart,0245,1,350,"THEFT, PERSON",1822 2004 1218 0344 0305 0216,66,M,H,101,STREET,,,IC,Invest Cont,350,,,,ALVARADO,7TH                          ST,34.0565,-118.2768
200205549,02/01/2020 12:00:00 AM,02/01/2020 12:00:00 AM,0930,02,Rampart,0269,1,220,ATTEMPTED ROBBERY,0355 0342 0416 0370 0432 0345 1202 1822,69,M,H,102,SIDEWALK,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,220,,,,8TH                          ST,GARLAND,34.0496,-118.2677
200205550,02/01/2020 12:00:00 AM,02/01/2020 12:00:00 AM,0100,02,Rampart,0269,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,41,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,700    GARLAND                      AV,,34.0517,-118.2663
200205552,02/01/2020 12:00:00 AM,01/31/2020 12:00:00 AM,1800,02,Rampart,0216,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,CORONADO                     ST,PLATA                        ST,34.0732,-118.2728
200205741,02/05/2020 12:00:00 AM,02/04/2020 12:00:00 AM,1400,02,Rampart,0201,2,354,THEFT OF IDENTITY,0100,47,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,900    HELIOTROPE                   DR,,34.0881,-118.295
200205560,02/01/2020 12:00:00 AM,01/31/2020 12:00:00 AM,1900,02,Rampart,0256,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1307,19,X,X,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1900 W  7TH                          ST,,34.0565,-118.2724
200205563,02/01/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1600,02,Rampart,0245,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,23,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,2400    WILSHIRE                     BL,,34.0597,-118.2795
200205564,02/01/2020 12:00:00 AM,02/01/2020 12:00:00 AM,0430,02,Rampart,0257,2,624,BATTERY - SIMPLE ASSAULT,0444 0429 0417 1206 1822,33,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600    WITMER                       ST,,34.0555,-118.2655
200205565,02/01/2020 12:00:00 AM,02/01/2020 12:00:00 AM,0845,02,Rampart,0237,2,850,INDECENT EXPOSURE,0528 2004,33,F,H,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,850,,,,200    LAKE SHORE                   TR,,34.0644,-118.2609
200205566,02/01/2020 12:00:00 AM,02/01/2020 12:00:00 AM,0900,02,Rampart,0203,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0448 0408 1813 0913,22,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,4000    MONROE                       ST,,34.0856,-118.2845
200413246,09/28/2020 12:00:00 AM,09/28/2020 12:00:00 AM,0030,04,Hollenbeck,0409,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,31,M,F,101,STREET,,,IC,Invest Cont,331,,,,4300    ALPHA                        ST,,34.0945,-118.1593
201711605,07/27/2020 12:00:00 AM,07/27/2020 12:00:00 AM,1035,17,Devonshire,1737,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0443 1803,54,M,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,930,,,,16600    HORACE                       ST,,34.2702,-118.4968
200205568,02/01/2020 12:00:00 AM,01/31/2020 12:00:00 AM,2355,02,Rampart,0216,1,210,ROBBERY,0916 1300 1310 1309 0337 1822 1311 0342 0432 0446,40,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,510,,,2100    KENT                         ST,,34.0745,-118.2654
200310714,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,1730,03,Southwest,0392,2,900,VIOLATION OF COURT ORDER,2000 1813 0602 2038,44,M,B,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,900,,,,5100    7TH                          AV,,33.9964,-118.3247
200205572,02/01/2020 12:00:00 AM,02/01/2020 12:00:00 AM,1700,02,Rampart,0246,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1251,39,F,B,517,MISSIONS/SHELTERS,,,IC,Invest Cont,440,,,,1900 W  3RD                          ST,,34.0619,-118.2702
200205574,02/01/2020 12:00:00 AM,02/01/2020 12:00:00 AM,1600,02,Rampart,0289,1,330,BURGLARY FROM VEHICLE,0344 0352 0202 0329 1609 1307 1601,38,M,B,101,STREET,,,IC,Invest Cont,330,,,,PICO,ALBANY,34.0433,-118.274
200205578,02/02/2020 12:00:00 AM,01/15/2020 12:00:00 AM,1200,02,Rampart,0269,2,664,"BUNCO, PETTY THEFT",0701 1822,24,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,664,,,,700    GARLAND                      AV,,34.0517,-118.2663
200205581,02/02/2020 12:00:00 AM,02/02/2020 12:00:00 AM,0130,02,Rampart,0245,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3RD                          ST,ALVARDO                      ST,34.061,-118.2775
200205582,02/01/2020 12:00:00 AM,02/01/2020 12:00:00 AM,1030,02,Rampart,0212,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,27,M,H,101,STREET,,,IC,Invest Cont,420,,,,MADISON                      AV,CLINTON                      ST,34.0818,-118.2892
201807248,02/25/2020 12:00:00 AM,02/24/2020 12:00:00 AM,1730,18,Southeast,1844,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1300,39,F,H,104,DRIVEWAY,,,IC,Invest Cont,331,,,,300 E  112TH                        ST,,33.933,-118.2695
200205584,02/02/2020 12:00:00 AM,02/02/2020 12:00:00 AM,1920,02,Rampart,0299,1,210,ROBBERY,1822 0302 0337 1300 0421 0443 1309 0432 0305 0342,26,M,H,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,800 W  VENICE                       BL,,34.0394,-118.2744
200205585,02/02/2020 12:00:00 AM,02/01/2020 12:00:00 AM,2000,02,Rampart,0218,1,121,"RAPE, FORCIBLE",0913 1820 1300 2033 0536 0534 0537 1206 2002,21,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,1600    BELLEVUE                     AV,,34.0699,-118.2596
200515481,10/19/2020 12:00:00 AM,10/17/2020 12:00:00 AM,1900,05,Harbor,0522,1,510,VEHICLE - STOLEN,,0,,,103,ALLEY,,,IC,Invest Cont,510,,,,700    GULF                         AV,,33.778,-118.2728
200205586,02/01/2020 12:00:00 AM,02/01/2020 12:00:00 AM,2300,02,Rampart,0235,2,624,BATTERY - SIMPLE ASSAULT,0319 0356 0445 0305 1822,33,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,CRANDALL,PARK VIEW,34.0658,-118.275
200205587,02/02/2020 12:00:00 AM,02/02/2020 12:00:00 AM,0320,02,Rampart,0219,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 0342 0432 1822 1206,30,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1100 W  SUNSET                       BL,,34.0652,-118.2492
200912679,07/23/2020 12:00:00 AM,02/27/2020 12:00:00 AM,0900,09,Van Nuys,0942,2,888,TRESPASSING,1501,0,X,X,101,STREET,,,IC,Invest Cont,888,,,,TYRONE,AETNA,34.1802,-118.4443
200205588,02/02/2020 12:00:00 AM,02/01/2020 12:00:00 AM,2300,02,Rampart,0251,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 0444 0448 0913 1817,26,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,400 S  RAMPART                      BL,,34.0649,-118.2797
200205589,02/02/2020 12:00:00 AM,02/01/2020 12:00:00 AM,2300,02,Rampart,0251,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 0444 0448 0913 1817 0419,23,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,400 S  RAMPART                      BL,,34.0649,-118.2797
200205590,02/02/2020 12:00:00 AM,02/02/2020 12:00:00 AM,1730,02,Rampart,0266,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609 1307,34,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,700 S  BURLINGTON                   AV,,34.055,-118.2735
200205591,02/02/2020 12:00:00 AM,01/31/2020 12:00:00 AM,1800,02,Rampart,0221,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,0,X,X,719,MEDICAL/DENTAL OFFICES,,,IC,Invest Cont,740,,,,3900    BEVERLY                      BL,,34.0777,-118.2961
200205592,02/02/2020 12:00:00 AM,02/01/2020 12:00:00 AM,1700,02,Rampart,0245,1,330,BURGLARY FROM VEHICLE,1601 1609 1307 0344,24,M,H,101,STREET,,,IC,Invest Cont,330,,,,300 S  ALVARADO                     ST,,34.061,-118.2775
200207687,03/13/2020 12:00:00 AM,03/12/2020 12:00:00 AM,2030,02,Rampart,0241,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202,68,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,440,,,,500 S  LA FAYETTE PARK              PL,,34.067,-118.2807
200205596,02/02/2020 12:00:00 AM,02/02/2020 12:00:00 AM,0715,02,Rampart,0292,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0104 1822 0202,0,X,X,301,GAS STATION,,,IC,Invest Cont,442,,,,1900 S  HOOVER                       ST,,34.0399,-118.2841
200205598,02/02/2020 12:00:00 AM,02/01/2020 12:00:00 AM,2010,02,Rampart,0238,2,354,THEFT OF IDENTITY,0930 1822,47,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1200    COURT                        ST,,34.0629,-118.254
200205601,02/02/2020 12:00:00 AM,02/02/2020 12:00:00 AM,0130,02,Rampart,0266,2,624,BATTERY - SIMPLE ASSAULT,0913 1810 1609 0329 0400 2002,27,M,H,122,"VEHICLE, PASSENGER/TRUCK",212,BOTTLE,AA,Adult Arrest,624,,,,800 S  BURLINGTON                   AV,,34.0534,-118.2745
